"","ID","Glottocode","Parameter_ID","Form","speaker","mf","consonant","vowel","reduplication"
"2018","v_avaravar1256-mF-1","avar1256","mF","emen","m","F",NA,NA,NA
"2019","v_avaravar1256-mF-2","avar1256","mF","dada","m","F",NA,NA,NA
"2020","v_avaravar1256-mM-1","avar1256","mM","ebel","m","M",NA,NA,NA
"2021","v_avaravar1256-mM-2","avar1256","mM","buba","m","M",NA,NA,NA
"2022","v_avazkhunzakhkunz1243-mF-1","kunz1243","mF","emen","m","F",NA,NA,NA
"2023","v_avazkhunzakhkunz1243-mF-2","kunz1243","mF","en","m","F",NA,NA,NA
"2024","v_avazkhunzakhkunz1243-mM-1","kunz1243","mM","ebel","m","M",NA,NA,NA
"2025","v_avazkhunzakhkunz1243-mM-2","kunz1243","mM","el","m","M",NA,NA,NA
"2026","v_bahvalalbagv1239-mF-1","bagv1239","mF","ima","m","F",NA,NA,NA
"2027","v_bahvalalbagv1239-mM-1","bagv1239","mM","ila","m","M",NA,NA,NA
"2028","v_batstsovatushbats1242-mF-1","bats1242","mF","dad","m","F",NA,NA,NA
"2029","v_batstsovatushbats1242-mM-1","bats1242","mM","nan","m","M",NA,NA,NA
"2030","v_bezhtabezh1248-mF-1","bezh1248","mF","abo","m","F",NA,NA,NA
"2031","v_bezhtabezh1248-mM-1","bezh1248","mM","iyo","m","M",NA,NA,NA
"2032","v_budukhbudu1248-mF-1","budu1248","mF","ada","m","F",NA,NA,NA
"2033","v_budukhbudu1248-mM-1","budu1248","mM","dide","m","M",NA,NA,NA
"2034","v_chamalalgigatligiga1238-mF-1","giga1238","mF","ima","m","F",NA,NA,NA
"2035","v_chamalalgigatligiga1238-mM-1","giga1238","mM","ila","m","M",NA,NA,NA
"2036","v_chamalalcham1309-mF-1","cham1309","mF","ima","m","F",NA,NA,NA
"2037","v_chamalalcham1309-mM-1","cham1309","mM","ila","m","M",NA,NA,NA
"2038","v_dargwachiragchir1284-mF-1","chir1284","mF","dat̄e","m","F",NA,NA,NA
"2039","v_dargwachiragchir1284-mM-1","chir1284","mM","niš","m","M",NA,NA,NA
"2040","v_dargwaitsariitsa1239-mF-1","icar1234","mF","t̄at̄i","m","F",NA,NA,NA
"2041","v_dargwaitsariitsa1239-mM-1","icar1234","mM","waba","m","M",NA,NA,NA
"2042","v_godoberighod1238-mF-1","ghod1238","mF","imʲa","m","F",NA,NA,NA
"2043","v_godoberighod1238-mM-1","ghod1238","mM","ila","m","M",NA,NA,NA
"2044","v_hinuqhinu1240-mF-1","hinu1240","mF","obu","m","F",NA,NA,NA
"2045","v_hinuqhinu1240-mM-1","hinu1240","mM","iyo","m","M",NA,NA,NA
"2046","v_hunzibhunz1247-mF-1","hunz1247","mF","ɑbu","m","F",NA,NA,NA
"2047","v_hunzibhunz1247-mM-1","hunz1247","mM","iyu","m","M",NA,NA,NA
"2048","v_ingushingu1240-mF-1","ingu1240","mF","da","m","F",NA,NA,NA
"2049","v_ingushingu1240-mM-1","ingu1240","mM","nana","m","M",NA,NA,NA
"2050","v_inxokvariinxo1238-mF-1","inxo1238","mF","obu","m","F",NA,NA,NA
"2051","v_inxokvariinxo1238-mM-1","inxo1238","mM","išu","m","M",NA,NA,NA
"2052","v_rutulshin1265-mF-1","shin1265","mF","did","m","F",NA,NA,NA
"2053","v_rutulshin1265-mM-1","shin1265","mM","nin","m","M",NA,NA,NA
"2054","p_eastkaveeast2516-mF-1","east2516","mF","aapa","m","F",NA,NA,NA
"2055","p_eastkaveeast2516-mM-1","east2516","mM","ama","m","M",NA,NA,NA
"2056","p_eravesouthkewaerav1244-mF-1","erav1244","mF","aapa","m","F",NA,NA,NA
"2057","p_eravesouthkewaerav1244-mM-1","erav1244","mM","ama","m","M",NA,NA,NA
"2058","p_kalamkala1397-mF-1","kala1397","mF","bapi","m","F",NA,NA,NA
"2059","p_kalamkala1397-mM-1","kala1397","mM","ami","m","M",NA,NA,NA
"2060","p_kombakomb1273-mF-1","komb1273","mF","awong","m","F",NA,NA,NA
"2061","p_kombakomb1273-mM-1","komb1273","mM","mange","m","M",NA,NA,NA
"2062","p_kuwaruboun1245-mF-1","boun1245","mF","lapa","m","F",NA,NA,NA
"2063","p_kuwaruboun1245-mM-1","boun1245","mM","anum","m","M",NA,NA,NA
"2064","p_kyakakyak1244-mF-1","kyak1244","mF","rakane","m","F",NA,NA,NA
"2065","p_kyakakyak1244-mF-2","kyak1244","mF","rakange","m","F",NA,NA,NA
"2066","p_kyakakyak1244-mM-1","kyak1244","mM","anyi","m","M",NA,NA,NA
"2067","p_kyakakyak1244-mM-2","kyak1244","mM","endangi","m","M",NA,NA,NA
"2068","p_protosogeramsoge1235-mF-1","soge1235","mF","yafaŋ","m","F",NA,NA,NA
"2069","p_protosogeramsoge1235-mM-1","soge1235","mM","yamɨŋ","m","M",NA,NA,NA
"2070","p_westkewawest2599-mF-1","west2599","mF","aapa","m","F",NA,NA,NA
"2071","p_westkewawest2599-mM-1","west2599","mM","ama","m","M",NA,NA,NA
"2072","p_asfauslanaust1271-mF-1","aust1271","mF","http:","m","F",NA,NA,NA
"2073","p_asfauslanaust1271-mF-2","aust1271","mF","auslan.org.au","m","F",NA,NA,NA
"2074","p_asfauslanaust1271-mF-3","aust1271","mF","dictionary","m","F",NA,NA,NA
"2075","p_asfauslanaust1271-mF-4","aust1271","mF","words","m","F",NA,NA,NA
"2076","p_asfauslanaust1271-mF-5","aust1271","mF","father-1.html","m","F",NA,NA,NA
"2077","p_asfauslanaust1271-mM-1","aust1271","mM","http:","m","M",NA,NA,NA
"2078","p_asfauslanaust1271-mM-2","aust1271","mM","auslan.org.au","m","M",NA,NA,NA
"2079","p_asfauslanaust1271-mM-3","aust1271","mM","dictionary","m","M",NA,NA,NA
"2080","p_asfauslanaust1271-mM-4","aust1271","mM","words","m","M",NA,NA,NA
"2081","p_asfauslanaust1271-mM-5","aust1271","mM","mother-1.html","m","M",NA,NA,NA
"2082","p_abuiabui1241-mF-1","abui1241","mF","-maama","m","F",NA,NA,NA
"2083","p_abuiabui1241-mM-1","abui1241","mM","-eya","m","M",NA,NA,NA
"2084","v_achuarachu1249-mF-1","achu1249","mF","apa","m","F",NA,NA,NA
"2085","v_achuarachu1249-mM-1","achu1249","mM","nuku","m","M",NA,NA,NA
"2086","p_adangadan1251-mF-1","adan1251","mF","-imang","m","F",NA,NA,NA
"2087","p_adangadan1251-mM-1","adan1251","mM","-ife","m","M",NA,NA,NA
"2088","p_agobendekawamagob1244-mF-1","agob1244","mF","deve","m","F",NA,NA,NA
"2089","p_agobendekawamagob1244-mM-1","agob1244","mM","ama","m","M",NA,NA,NA
"2090","v_aguarunaagua1253-mF-1","agua1253","mF","apa-g","m","F",NA,NA,NA
"2091","v_aguarunaagua1253-mF-2","agua1253","mF","apag","m","F",NA,NA,NA
"2092","v_aguarunaagua1253-mM-1","agua1253","mM","duku","m","M",NA,NA,NA
"2093","v_aguarunaagua1253-mM-2","agua1253","mM","dukug","m","M",NA,NA,NA
"2094","v_angaiteanga1316-mF-1","anga1316","mF","apyapoŋ","m","F",NA,NA,NA
"2095","v_angaiteanga1316-mF-2","anga1316","mF","anyapoŋ","m","F",NA,NA,NA
"2096","v_angaiteanga1316-mM-1","anga1316","mM","ankin","m","M",NA,NA,NA
"2097","v_atsugewiatsu1245-mF-1","atsu1245","mF","tata","m","F",NA,NA,NA
"2098","v_atsugewiatsu1245-mM-1","atsu1245","mM","tcitci","m","M",NA,NA,NA
"2099","v_ayoreoayor1240-mF-1","ayor1240","mF","daa-'ye","m","F",NA,NA,NA
"2100","v_ayoreoayor1240-mM-1","ayor1240","mM","daa-'te","m","M",NA,NA,NA
"2101","p_bardibard1254-mF-1","bard1254","mF","ku:lu","m","F",NA,NA,NA
"2102","p_bardibard1254-mM-1","bard1254","mM","piri:","m","M",NA,NA,NA
"2103","v_baribari1297-mF-1","bari1297","mF","aataida","m","F",NA,NA,NA
"2104","v_baribari1297-mM-1","bari1297","mM","abaama","m","M",NA,NA,NA
"2105","v_basquebasq1248-mF-1","basq1248","mF","aita","m","F",NA,NA,NA
"2106","v_basquebasq1248-mM-1","basq1248","mM","ama","m","M",NA,NA,NA
"2107","v_basquewest1508-mF-1","west1508","mF","aita","m","F",NA,NA,NA
"2108","v_basquewest1508-mM-1","west1508","mM","ama","m","M",NA,NA,NA
"2109","p_bininjkunwokgunw1252-mF-1","gunw1252","mF","ŋabːaɖ","m","F",NA,NA,NA
"2110","p_bininjkunwokgunw1252-mM-1","gunw1252","mM","garaɖ","m","M",NA,NA,NA
"2111","p_blagarblag1240-mF-1","blag1240","mF","-imang","m","F",NA,NA,NA
"2112","p_blagarblag1240-mM-1","blag1240","mM","-iva","m","M",NA,NA,NA
"2113","p_buinbuin1247-mF-1","buin1247","mF","moka","m","F",NA,NA,NA
"2114","p_buinbuin1247-mF-2","buin1247","mF","mommo","m","F",NA,NA,NA
"2115","p_buinbuin1247-mM-1","buin1247","mM","ana","m","M",NA,NA,NA
"2116","v_cayubabacayu1262-mF-1","cayu1262","mF","papa","m","F",NA,NA,NA
"2117","v_cayubabacayu1262-mF-2","cayu1262","mF","bapa","m","F",NA,NA,NA
"2118","v_cayubabacayu1262-mF-3","cayu1262","mF","βɔp","m","F",NA,NA,NA
"2119","v_cayubabacayu1262-mM-1","cayu1262","mM","da-iti","m","M",NA,NA,NA
"2120","v_cayubabacayu1262-mM-2","cayu1262","mM","dita","m","M",NA,NA,NA
"2121","v_cayubabacayu1262-mM-3","cayu1262","mM","pipi","m","M",NA,NA,NA
"2122","v_centralaymaracent2142-mF-1","cent2142","mF","awki","m","F",NA,NA,NA
"2123","v_centralaymaracent2142-mF-2","cent2142","mF","tata","m","F",NA,NA,NA
"2124","v_centralaymaracent2142-mM-1","cent2142","mM","tayka","m","M",NA,NA,NA
"2125","v_centralaymaracent2142-mM-2","cent2142","mM","mama","m","M",NA,NA,NA
"2126","v_chapalaachac1249-mF-1","chac1249","mF","apa","m","F",NA,NA,NA
"2127","v_chapalaachac1249-mF-2","chac1249","mF","yaʔ 'pa","m","F",NA,NA,NA
"2128","v_chapalaachac1249-mM-1","chac1249","mM","ama","m","M",NA,NA,NA
"2129","v_chapalaachac1249-mM-2","chac1249","mM","mama","m","M",NA,NA,NA
"2130","v_chimarikochim1301-mF-1","chim1301","mF","itcila","m","F",NA,NA,NA
"2131","v_chimarikochim1301-mM-1","chim1301","mM","cido","m","M",NA,NA,NA
"2132","v_chipayachip1262-mF-1","chip1262","mF","exp","m","F",NA,NA,NA
"2133","v_chipayachip1262-mM-1","chip1262","mM","mama","m","M",NA,NA,NA
"2134","v_chipayachip1262-mM-2","chip1262","mM","maa","m","M",NA,NA,NA
"2135","v_chiricahuamesc1238-mF-1","mesc1238","mF","cìtàˑ","m","F",NA,NA,NA
"2136","v_chiricahuamesc1238-mM-1","mesc1238","mM","cìmáˑ'","m","M",NA,NA,NA
"2137","v_cocopacoco1261-mF-1","coco1261","mF","enyiku'","m","F",NA,NA,NA
"2138","v_cocopacoco1261-mM-1","coco1261","mM","intca","m","M",NA,NA,NA
"2139","v_cofancofa1242-mF-1","cofa1242","mF","kic̷a","m","F",NA,NA,NA
"2140","v_cofancofa1242-mF-2","cofa1242","mF","yaya","m","F",NA,NA,NA
"2141","v_cofancofa1242-mM-1","cofa1242","mM","čã","m","M",NA,NA,NA
"2142","v_cofancofa1242-mM-2","cofa1242","mM","mama","m","M",NA,NA,NA
"2143","v_copp1244-mF-1","copp1244","mF","angut","m","F",NA,NA,NA
"2144","v_copp1244-mF-2","copp1244","mF","aappak","m","F",NA,NA,NA
"2145","v_copp1244-mM-1","copp1244","mM","arnaq","m","M",NA,NA,NA
"2146","v_copp1244-mM-2","copp1244","mM","amaamak","m","M",NA,NA,NA
"2147","v_cruzenocruz1243-mF-1","cruz1243","mF","u-kâ'-kâ","m","F",NA,NA,NA
"2148","v_cruzenocruz1243-mM-1","cruz1243","mM","kâ'-ni","m","M",NA,NA,NA
"2149","v_cuscoquechuacusc1236-mF-1","cusc1236","mF","tata.","m","F",NA,NA,NA
"2150","v_cuscoquechuacusc1236-mF-2","cusc1236","mF","tayta","m","F",NA,NA,NA
"2151","v_cuscoquechuacusc1236-mF-3","cusc1236","mF","yaya.","m","F",NA,NA,NA
"2152","v_cuscoquechuacusc1236-mM-1","cusc1236","mM","mama.","m","M",NA,NA,NA
"2153","p_dalabonngal1292-mF-1","ngal1292","mF","bulu","m","F",NA,NA,NA
"2154","p_dalabonngal1292-mM-1","ngal1292","mM","naʔ","m","M",NA,NA,NA
"2155","v_degexitandege1248-mF-1","dege1248","mF","vottoo","m","F",NA,NA,NA
"2156","v_degexitandege1248-mM-1","dege1248","mM","von'","m","M",NA,NA,NA
"2157","v_denethasouthslaveysout2959-mF-1","sout2959","mF","setá","m","F",NA,NA,NA
"2158","v_denethasouthslaveysout2959-mM-1","sout2959","mM","semǫ","m","M",NA,NA,NA
"2159","v_denethasouthslaveysout2959-mM-2","sout2959","mM","amá","m","M",NA,NA,NA
"2160","v_denesulinechip1261-mF-1","chip1261","mF","setá","m","F",NA,NA,NA
"2161","v_denesulinechip1261-mF-2","chip1261","mF","abá","m","F",NA,NA,NA
"2162","v_denesulinechip1261-mM-1","chip1261","mM","ʔamá","m","M",NA,NA,NA
"2163","v_dogribdogr1252-mF-1","dogr1252","mF","gotà","m","F",NA,NA,NA
"2164","p_dunaduna1248-mF-1","duna1248","mF","àwa","m","F",NA,NA,NA
"2165","p_dunaduna1248-mM-1","duna1248","mM","andia","m","M",NA,NA,NA
"2166","v_delinenort2942-mF-1","nort2942","mF","abá","m","F",NA,NA,NA
"2167","v_delinenort2942-mF-2","nort2942","mF","įt'á","m","F",NA,NA,NA
"2168","v_delinenort2942-mM-1","nort2942","mM","amá","m","M",NA,NA,NA
"2169","v_delinenort2942-mM-2","nort2942","mM","énę","m","M",NA,NA,NA
"2170","v_elamiteelam1244-mF-1","elam1244","mF","atta: OE","m","F",NA,NA,NA
"2171","v_elamiteelam1244-mF-2","elam1244","mF","NE","m","F",NA,NA,NA
"2172","v_elamiteelam1244-mF-3","elam1244","mF","AchE ad-da","m","F",NA,NA,NA
"2173","v_elamiteelam1244-mF-4","elam1244","mF","ME at-ta","m","F",NA,NA,NA
"2174","v_elamiteelam1244-mM-1","elam1244","mM","amma: OE","m","M",NA,NA,NA
"2175","v_elamiteelam1244-mM-2","elam1244","mM","ME","m","M",NA,NA,NA
"2176","v_elamiteelam1244-mM-3","elam1244","mM","NE","m","M",NA,NA,NA
"2177","v_elamiteelam1244-mM-4","elam1244","mM","AchE am-ma","m","M",NA,NA,NA
"2178","p_endepapuanewguineaende1235-mF-1","ende1235","mF","baba","m","F",NA,NA,NA
"2179","p_endepapuanewguineaende1235-mM-1","ende1235","mM","jai","m","M",NA,NA,NA
"2180","v_epenaepen1239-mF-1","epen1239","mF","a'kʰõre","m","F",NA,NA,NA
"2181","v_epenaepen1239-mM-1","epen1239","mM","nawe","m","M",NA,NA,NA
"2182","v_eyakeyak1241-mF-1","eyak1241","mF","taa’","m","F",NA,NA,NA
"2183","v_eyakeyak1241-mM-1","eyak1241","mM","aan","m","M",NA,NA,NA
"2184","p_galeiaagale1259-mF-1","gale1259","mF","bàba","m","F",NA,NA,NA
"2185","p_galeiaagale1259-mM-1","gale1259","mM","mème","m","M",NA,NA,NA
"2186","p_galeiaagale1259-mM-2","gale1259","mM","maäwa","m","M",NA,NA,NA
"2187","p_galeiabgale1259-mF-1","gale1259","mF","o bàba","m","F",NA,NA,NA
"2188","p_galeiabgale1259-mM-1","gale1259","mM","o awa","m","M",NA,NA,NA
"2189","p_ganggalidagang1267-mF-1","gang1267","mF","kaṋṱaṱu","m","F",NA,NA,NA
"2190","p_ganggalidagang1267-mM-1","gang1267","mM","ŋamaṱu","m","M",NA,NA,NA
"2191","p_guigwigwii1239-mF-1","gwii1239","mF","ǁūũ̄","m","F",NA,NA,NA
"2192","p_guigwigwii1239-mF-2","gwii1239","mF","bàā","m","F",NA,NA,NA
"2193","p_guigwigwii1239-mM-1","gwii1239","mM","ǁūũ̄","m","M",NA,NA,NA
"2194","p_guigwigwii1239-mM-2","gwii1239","mM","ɟìē","m","M",NA,NA,NA
"2195","v_gununakunepuel1244-mF-1","puel1244","mF","yawʔge-xna","m","F",NA,NA,NA
"2196","v_gununakunepuel1244-mM-1","puel1244","mM","mama","m","M",NA,NA,NA
"2197","v_hotiyuwanayuwa1244-mF-1","yuwa1244","mF","ʰlai","m","F",NA,NA,NA
"2198","v_hotiyuwanayuwa1244-mF-2","yuwa1244","mF","ai","m","F",NA,NA,NA
"2199","v_hotiyuwanayuwa1244-mM-1","yuwa1244","mM","abã","m","M",NA,NA,NA
"2200","v_hunzahunz1248-mF-1","hunz1248","mF","u","m","F",NA,NA,NA
"2201","v_hunzahunz1248-mM-1","hunz1248","mM","mi","m","M",NA,NA,NA
"2202","v_hupahupa1239-mF-1","hupa1239","mF","ta","m","F",NA,NA,NA
"2203","v_hupahupa1239-mM-1","hupa1239","mM","antcuiñ","m","M",NA,NA,NA
"2204","p_isakakrisakris1246-mF-1","kris1246","mF","tani'","m","F",NA,NA,NA
"2205","p_isakakrisakris1246-mM-1","kris1246","mM","moni'","m","M",NA,NA,NA
"2206","p_idiidii1243-mF-1","idii1243","mF","yaya","m","F",NA,NA,NA
"2207","p_idiidii1243-mM-1","idii1243","mM","nænæ","m","M",NA,NA,NA
"2208","p_inanwatansuaboinan1242-mF-1","inan1242","mF","náqude","m","F",NA,NA,NA
"2209","p_inanwatansuaboinan1242-mM-1","inan1242","mM","néqido","m","M",NA,NA,NA
"2210","v_itonamaiton1250-mF-1","iton1250","mF","ahme-mayeʔne","m","F",NA,NA,NA
"2211","v_itonamaiton1250-mM-1","iton1250","mM","a-noʔka","m","M",NA,NA,NA
"2212","v_itonamaiton1250-mM-2","iton1250","mM","dihneʔte","m","M",NA,NA,NA
"2213","v_iyojwajachoroteiyoj1235-mF-1","iyoj1235","mF","-naʔ","m","F",NA,NA,NA
"2214","v_iyojwajachoroteiyoj1235-mF-2","iyoj1235","mF","-nye","m","F",NA,NA,NA
"2215","v_iyojwajachoroteiyoj1235-mM-1","iyoj1235","mM","et","m","M",NA,NA,NA
"2216","v_iyojwajachoroteiyoj1235-mM-2","iyoj1235","mM","meme","m","M",NA,NA,NA
"2217","v_japanesenucl1643-mF-1","nucl1643","mF","chichi","m","F",NA,NA,NA
"2218","v_japanesenucl1643-mF-2","nucl1643","mF","otōsan","m","F",NA,NA,NA
"2219","v_japanesenucl1643-mM-1","nucl1643","mM","haha","m","M",NA,NA,NA
"2220","v_japanesenucl1643-mM-2","nucl1643","mM","okāsan","m","M",NA,NA,NA
"2221","v_jicarillajica1244-mF-1","jica1244","mF","cìkà'éˑ'","m","F",NA,NA,NA
"2222","v_jicarillajica1244-mM-1","jica1244","mM","cì'níˑ'","m","M",NA,NA,NA
"2223","p_jinguludjin1251-mF-1","djin1251","mF","kirda","m","F",NA,NA,NA
"2224","p_jinguludjin1251-mF-2","djin1251","mF","lala","m","F",NA,NA,NA
"2225","p_jinguludjin1251-mM-1","djin1251","mM","jakardini","m","M",NA,NA,NA
"2226","p_kalamangkara1499-mF-1","kara1499","mF","esa","m","F",NA,NA,NA
"2227","p_kalamangkara1499-mM-1","kara1499","mM","ema","m","M",NA,NA,NA
"2228","p_kamangkama1365-mF-1","kama1365","mF","-paa","m","F",NA,NA,NA
"2229","p_kamangkama1365-mM-1","kama1365","mM","-auko","m","M",NA,NA,NA
"2230","p_kanumkanu1280-mF-1","kanu1280","mF","al","m","F",NA,NA,NA
"2231","p_kanumkanu1280-mM-1","kanu1280","mM","homal","m","M",NA,NA,NA
"2232","p_kanumkanu1280-mM-2","kanu1280","mM","mal","m","M",NA,NA,NA
"2233","v_karokkaro1304-mF-1","karo1304","mF","ʔáka","m","F",NA,NA,NA
"2234","v_karokkaro1304-mM-1","karo1304","mM","tá̄t","m","M",NA,NA,NA
"2235","p_kashayakash1280-mF-1","kash1280","mF","ʔa:penʔ","m","F",NA,NA,NA
"2236","p_kashayakash1280-mM-1","kash1280","mM","ʔa:thenʔ","m","M",NA,NA,NA
"2237","p_kayardildkaya1318-mF-1","kaya1318","mF","kaṋṱaṱu","m","F",NA,NA,NA
"2238","p_kayardildkaya1318-mM-1","kaya1318","mM","ŋamaṱu","m","M",NA,NA,NA
"2239","v_ketkett1243-mF-1","kett1243","mF","ōˑp","m","F",NA,NA,NA
"2240","v_ketkett1243-mM-1","kett1243","mM","āˑm","m","M",NA,NA,NA
"2241","p_khalkhamongolianmong1331-mF-1","mong1331","mF","aːw̜","m","F",NA,NA,NA
"2242","p_khalkhamongolianmong1331-mM-1","mong1331","mM","eːt͡ʃ","m","M",NA,NA,NA
"2243","v_kiowaapachekiow1264-mF-1","kiow1264","mF","cì'àˑcé","m","F",NA,NA,NA
"2244","v_kiowaapachekiow1264-mM-1","kiow1264","mM","cì'nàˑdéˑ'","m","M",NA,NA,NA
"2245","p_kiramankira1248-mF-1","kira1248","mF","-mam","m","F",NA,NA,NA
"2246","p_kiramankira1248-mM-1","kira1248","mM","-iyai","m","M",NA,NA,NA
"2247","p_kiwaiankiwa1251-mF-1","kiwa1251","mF","abéra","m","F",NA,NA,NA
"2248","p_kiwaiankiwa1251-mF-2","kiwa1251","mF","bába","m","F",NA,NA,NA
"2249","p_kiwaiankiwa1251-mM-1","kiwa1251","mM","máramu","m","M",NA,NA,NA
"2250","p_kiwaiankiwa1251-mM-2","kiwa1251","mM","máu","m","M",NA,NA,NA
"2251","p_kogicogu1240-mF-1","cogu1240","mF","naˈhate","m","F",NA,NA,NA
"2252","p_kogicogu1240-mM-1","cogu1240","mM","naˈhaba","m","M",NA,NA,NA
"2253","p_koiarigras1249-mF-1","gras1249","mF","mama","m","F",NA,NA,NA
"2254","p_koiarigras1249-mF-2","gras1249","mF","mamaka","m","F",NA,NA,NA
"2255","p_koiarigras1249-mM-1","gras1249","mM","nina","m","M",NA,NA,NA
"2256","p_koiarigras1249-mM-2","gras1249","mM","ninaka","m","M",NA,NA,NA
"2257","p_koiarigras1249-mM-3","gras1249","mM","ine","m","M",NA,NA,NA
"2258","p_koiarigras1249-mM-4","gras1249","mM","neina","m","M",NA,NA,NA
"2259","p_komnzokomn1238-mF-1","komn1238","mF","ŋafe","m","F",NA,NA,NA
"2260","p_komnzokomn1238-mM-1","komn1238","mM","ŋame","m","M",NA,NA,NA
"2261","v_kungjuho1239-mF-1","juho1239","mF","ba","m","F",NA,NA,NA
"2262","v_kungjuho1239-mM-1","juho1239","mM","eiya","m","M",NA,NA,NA
"2263","v_kungjuho1239-mM-2","juho1239","mM","tae","m","M",NA,NA,NA
"2264","v_kunzakunz1244-mF-1","kunz1244","mF","tickan","m","F",NA,NA,NA
"2265","v_kunzakunz1244-mF-2","kunz1244","mF","tic'han","m","F",NA,NA,NA
"2266","v_kunzakunz1244-mM-1","kunz1244","mM","patta","m","M",NA,NA,NA
"2267","v_kunzakunz1244-mM-2","kunz1244","mM","pat'ta","m","M",NA,NA,NA
"2268","p_kuotkuot1243-mF-1","kuot1243","mF","namo","m","F",NA,NA,NA
"2269","p_kuotkuot1243-mM-1","kuot1243","mM","nangan","m","M",NA,NA,NA
"2270","p_kwomakwom1262-mF-1","kwom1262","mF","apok","m","F",NA,NA,NA
"2271","p_kwomakwom1262-mM-1","kwom1262","mM","nowkwapa","m","M",NA,NA,NA
"2272","p_lardillard1243-mF-1","lard1243","mF","thungaa","m","F",NA,NA,NA
"2273","p_lardillard1243-mM-1","lard1243","mM","kuu","m","M",NA,NA,NA
"2274","v_lengualeng1262-mF-1","leng1262","mF","-yapam","m","F",NA,NA,NA
"2275","v_lengualeng1262-mM-1","leng1262","mM","inkyin","m","M",NA,NA,NA
"2276","p_limilnganlimi1242-mF-1","limi1242","mF","gagi","m","F",NA,NA,NA
"2277","p_limilnganlimi1242-mM-1","limi1242","mM","giji","m","M",NA,NA,NA
"2278","v_lipanapachelipa1241-mF-1","lipa1241","mF","cì'àˑcí","m","F",NA,NA,NA
"2279","v_lipanapachelipa1241-mM-1","lipa1241","mM","cì'nándí","m","M",NA,NA,NA
"2280","p_lolodalabalodalolo1264-mF-1","lolo1264","mF","àma","m","F",NA,NA,NA
"2281","p_lolodalabalodalolo1264-mM-1","lolo1264","mM","ina-ngina","m","M",NA,NA,NA
"2282","v_macamaca1260-mF-1","maca1260","mF","-tata","m","F",NA,NA,NA
"2283","p_madolemodo1249-mF-1","modo1249","mF","ngoa ngowea","m","F",NA,NA,NA
"2284","p_madolemodo1249-mM-1","modo1249","mM","jai eha","m","M",NA,NA,NA
"2285","p_maklewmakl1246-mF-1","makl1246","mF","nima","m","F",NA,NA,NA
"2286","p_maklewmakl1246-mM-1","makl1246","mM","nowa","m","M",NA,NA,NA
"2287","p_malimali1284-mF-1","mali1284","mF","mamēk","m","F",NA,NA,NA
"2288","p_malimali1284-mM-1","mali1284","mM","nanēk","m","M",NA,NA,NA
"2289","v_mapudungunmapu1245-mF-1","mapu1245","mF","čaw","m","F",NA,NA,NA
"2290","v_mapudungunmapu1245-mM-1","mapu1245","mM","ɲuke","m","M",NA,NA,NA
"2291","p_marindnucl1622-mF-1","nucl1622","mF","ehway","m","F",NA,NA,NA
"2292","p_marindnucl1622-mM-1","nucl1622","mM","wah","m","M",NA,NA,NA
"2293","v_mattolematt1238-mF-1","matt1238","mF","bût xa","m","F",NA,NA,NA
"2294","v_mattolematt1238-mM-1","matt1238","mM","mun tcwin","m","M",NA,NA,NA
"2295","p_maybratmaib1239-mF-1","maib1239","mF","t-atia","m","F",NA,NA,NA
"2296","p_maybratmaib1239-mM-1","maib1239","mM","t-me","m","M",NA,NA,NA
"2297","p_mblafembla1238-mF-1","mbla1238","mF","nab","m","F",NA,NA,NA
"2298","p_mblafembla1238-mM-1","mbla1238","mM","nam","m","M",NA,NA,NA
"2299","p_meriammeri1244-mF-1","meri1244","mF","ab","m","F",NA,NA,NA
"2300","p_meriammeri1244-mF-2","meri1244","mF","aba","m","F",NA,NA,NA
"2301","p_meriammeri1244-mF-3","meri1244","mF","baba","m","F",NA,NA,NA
"2302","p_meriammeri1244-mM-1","meri1244","mM","apu","m","M",NA,NA,NA
"2303","p_meriammeri1244-mM-2","meri1244","mM","ama","m","M",NA,NA,NA
"2304","p_meriammeri1244-mM-3","meri1244","mM","amaua","m","M",NA,NA,NA
"2305","p_meyahmeya1236-mF-1","meya1236","mF","akeina","m","F",NA,NA,NA
"2306","p_meyahmeya1236-mM-1","meya1236","mM","amaina","m","M",NA,NA,NA
"2307","v_mocovimoco1246-mF-1","moco1246","mF","le-taʔa","m","F",NA,NA,NA
"2308","v_mocovimoco1246-mM-1","moco1246","mM","l-ateʔe","m","M",NA,NA,NA
"2309","p_morgan1871arikaraarickareearik1262-mM-1","arik1262","mM","at-näʼ","m","M",NA,NA,NA
"2310","p_morgan1871arikaraarickareearik1262-mF-1","arik1262","mF","ah-teʼ-ah","m","F",NA,NA,NA
"2311","p_morgan1871assiniboineasiniboineassi1247-mM-1","assi1247","mM","e-nahʼ","m","M",NA,NA,NA
"2312","p_morgan1871assiniboineasiniboineassi1247-mF-1","assi1247","mF","ah-daʼ","m","F",NA,NA,NA
"2313","p_morgan1871baffininuktituteskimonorthumberlandinletbaff1241-mF-1","baff1241","mF","ah-tǎʼ-tǎ","m","F",NA,NA,NA
"2314","p_morgan1871baffininuktituteskimonorthumberlandinletbaff1241-mF-2","baff1241","mF","augʼ-o-tǎ","m","F",NA,NA,NA
"2315","p_morgan1871baffininuktituteskimonorthumberlandinletbaff1241-mM-1","baff1241","mM","ah-nǎʼ-nǎ","m","M",NA,NA,NA
